,id,key,badges,banned,bio,blocked,comments,datatype,followed,user_followers,user_following,following,human,integration,isFollowingYou,joined,lastseents,likes,media,muted,pendingFollow,posts,private,profilePhoto,rss,state,userid,username,verified,verifiedComments,username_length,error_code,error_desc,error_details
1114,c12b1afae54c4b01b327d5ba96434920,c12b1afae54c4b01b327d5ba96434920,[],False,"I am Retired. I was raised and served in the Air Force. I am a Republican, Oath Keeper, Constitutionalist, Conservative, Adovcate of the Rule of Law, Support the Blue and love God.",False,4.0,user_profile,False,136.0,167.0,167.0,False,False,False,5/29/20 18:26,2020-12-22 02:02:57.640145 UTC,240.0,7.0,False,False,320.0,False,89cbcb86d6a84da1a476ecdc34051cad,False,,c12b1afae54c4b01b327d5ba96434920,HankCarl18,False,False,10,200,account exists,
1115,c887184bad1f453cb9684e9c64d54bbf,c887184bad1f453cb9684e9c64d54bbf,[],False,"Constitutional Conservative, Major Studio Film and Television Executive, Oath Keeper, 2nd Amendment Advocate, echo yes, upvote doesn’t move the conversation.",False,24.0,user_profile,False,64.0,33.0,33.0,False,False,False,6/5/19 19:53,2021-01-11 03:32:09.482561 UTC,91.0,35.0,False,False,397.0,False,e10556626e6b4490871b52b438a1067a,False,,c887184bad1f453cb9684e9c64d54bbf,Vandalay,False,False,8,200,account exists,
1117,70426c684bda4cefa2775fc374c5797a,70426c684bda4cefa2775fc374c5797a,[],False,"#MAGA #USMC Veteran #OATH KEEPER. NOMAD. PATRIOT. SHARP SHOOTER , MBA, SIX SIGMA BLACK BELT. BIKER. CHRISTIAN FATHER, THOUGHT LEADER DIRECTOR, MENTOR, OSOK.",False,48.0,user_profile,False,991.0,837.0,837.0,False,False,False,11/14/20 19:21,2021-01-11 06:50:46.131059 UTC,7800.0,0.0,False,False,7400.0,False,,False,1.0,70426c684bda4cefa2775fc374c5797a,MarineNomad,False,False,11,200,account exists,
1118,dba93f8081a94234afc6bfba48d69605,dba93f8081a94234afc6bfba48d69605,[0],False,"I am a Patriotic Conservative, I love my family, my country and I support President Trump! I am an Oathkeeper with LE experience, I back The Blue and Defend The Constitution of The United States!",False,8.0,user_profile,False,30.0,77.0,77.0,True,False,False,10/1/20 12:11,2020-12-22 07:50:29.307336 UTC,61.0,2.0,False,False,27.0,False,b0915ec112b6414bb5c705f87246573c,False,1.0,dba93f8081a94234afc6bfba48d69605,Tgl110,False,False,6,200,account exists,
1119,fc19cc1c3a214989b238884d02a1ec68,fc19cc1c3a214989b238884d02a1ec68,[],False,"Retired Navy Fighter Pilot, Test Pilot, Currently Test Pilot for Major Aerospace Co. 1A, 2A, MAGA, KAG2020, OathKeeper, Nashville, TN",False,2.0,user_profile,False,204.0,196.0,196.0,False,False,False,5/29/19 22:32,2020-12-21 02:54:30.093105 UTC,24.0,1.0,False,False,29.0,False,2f9d22032b7f46be99211db6440eb86a,False,,fc19cc1c3a214989b238884d02a1ec68,Tomcat,False,False,6,200,account exists,
1120,0ca413c24a414293be58c4e7f4931b8c,0ca413c24a414293be58c4e7f4931b8c,[],False,"Navy vet, Steelers fan and Oath Keeper. .",False,0.0,user_profile,False,26.0,65.0,65.0,False,False,False,5/27/20 22:17,2021-01-09 07:18:03.790954 UTC,12.0,0.0,False,False,2.0,False,23c589d1411749d3a8815fefbca155a1,False,,0ca413c24a414293be58c4e7f4931b8c,Madcow44,False,False,8,200,account exists,
1122,2f55ce5e0b9d496fa4cba1bf89df2c25,2f55ce5e0b9d496fa4cba1bf89df2c25,[0],False,Oath Keeper,False,144.0,user_profile,False,102.0,100.0,100.0,True,False,False,6/28/20 17:05,2020-12-22 16:59:13.689058 UTC,290.0,0.0,False,False,46.0,False,3c26873f258e4f648ce0c6afafc0de2f,False,,2f55ce5e0b9d496fa4cba1bf89df2c25,ClCoffman,False,False,9,200,account exists,
1123,8dc3d6de0c9d467dbc4dff1c312bcacd,8dc3d6de0c9d467dbc4dff1c312bcacd,[],False,"Proud Veteran Medic #dustoff Dad, Papa, and dog lover. Live free or die. Location New Hampshire. Patriot, 3%, Oathkeeper. Son of the American Revolution.",False,5.0,user_profile,False,19.0,34.0,34.0,False,False,False,6/27/20 2:23,2020-12-20 22:05:37.978686 UTC,11.0,2.0,False,False,8.0,False,04dc475b398742ec9facc9b656738493,False,,8dc3d6de0c9d467dbc4dff1c312bcacd,57Medic,False,False,7,200,account exists,
1124,8dc3d6de0c9d467dbc4dff1c312bcacd,8dc3d6de0c9d467dbc4dff1c312bcacd,[],False,"Proud Veteran Medic #dustoff Dad, Papa, and dog lover. Live free or die. Location New Hampshire. Patriot, 3%, Oathkeeper. Son of the American Revolution.",False,5.0,user_profile,False,19.0,34.0,34.0,False,False,False,6/27/20 2:23,2020-12-20 22:05:37.978686 UTC,11.0,2.0,False,False,8.0,False,04dc475b398742ec9facc9b656738493,False,,8dc3d6de0c9d467dbc4dff1c312bcacd,57Medic,False,False,7,200,account exists,
1125,8dc3d6de0c9d467dbc4dff1c312bcacd,8dc3d6de0c9d467dbc4dff1c312bcacd,[],False,"Proud Veteran Medic #dustoff Dad, Papa, and dog lover. Live free or die. Location New Hampshire. Patriot, 3%, Oathkeeper. Son of the American Revolution.",False,5.0,user_profile,False,19.0,34.0,34.0,False,False,False,6/27/20 2:23,2020-12-20 22:05:37.978686 UTC,11.0,2.0,False,False,8.0,False,04dc475b398742ec9facc9b656738493,False,,8dc3d6de0c9d467dbc4dff1c312bcacd,57Medic,False,False,7,200,account exists,
1126,8dc3d6de0c9d467dbc4dff1c312bcacd,8dc3d6de0c9d467dbc4dff1c312bcacd,[],False,"Proud Veteran Medic #dustoff Dad, Papa, and dog lover. Live free or die. Location New Hampshire. Patriot, 3%, Oathkeeper. Son of the American Revolution.",False,5.0,user_profile,False,19.0,34.0,34.0,False,False,False,6/27/20 2:23,2020-12-20 22:05:37.978686 UTC,11.0,2.0,False,False,8.0,False,04dc475b398742ec9facc9b656738493,False,,8dc3d6de0c9d467dbc4dff1c312bcacd,57Medic,False,False,7,200,account exists,
1127,d2793866e68d4a83bcb6aabb76ef35a1,d2793866e68d4a83bcb6aabb76ef35a1,[],False,"Husband, father, US Navy vet, Floridian and American. Oathkeeper. GO GATORS!",False,0.0,user_profile,False,17.0,39.0,39.0,False,False,False,9/2/20 14:42,2020-12-20 03:47:04.082874 UTC,13.0,1.0,False,False,6.0,False,006ed78a97644e0b84a530485d2533c8,False,1.0,d2793866e68d4a83bcb6aabb76ef35a1,CharlesThomason,False,False,15,200,account exists,
1128,6cf10f9a7f5541a1864f8c4ee2e5311b,6cf10f9a7f5541a1864f8c4ee2e5311b,[0],False,YouTube Partner/Twitch Affiliate | Offensive Roaster and Entertainer | Retired USMC Officer (0307) | Patriot | Oathkeeper | Free Thinker | NRA Firearms Instructor ����������,False,0.0,user_profile,False,34.0,22.0,22.0,True,False,False,6/24/20 4:46,2020-12-21 01:52:31.429085 UTC,0.0,0.0,False,False,6.0,False,f3ea151517ed4d2fa98dee882984dc84,False,,6cf10f9a7f5541a1864f8c4ee2e5311b,realchrisbeck,False,False,13,200,account exists,
1130,ccf732662d554a38919a2d82d725c220,ccf732662d554a38919a2d82d725c220,[4],False,"Johnston County, NC
Oath Keeper",False,,user_profile,False,,,,False,False,False,8/23/20 11:03,2020-12-20 04:11:28.483233 UTC,,,False,False,,True,d532b71b2f3142618636b8ba327a718c,False,2.0,ccf732662d554a38919a2d82d725c220,JaRJr,False,False,5,200,account exists,
1131,a5e06d63cc3445a89e44f62f3037f4e5,a5e06d63cc3445a89e44f62f3037f4e5,"[4, 0]",False,Husband/ Proud Dad/ AF SMSGT (ret)/ Disabled Vet/ Patriot / Oath keeper / Moderate... #WAKEUPAMERICA #FACTSMATTER #SAVEAMERICA #UNITEDNOTDIVIDED #WWG1WGA,False,,user_profile,False,,,,True,False,False,5/29/19 11:50,2020-12-21 21:18:30.343635 UTC,,,False,False,,True,080f49dfabeb4db5a9af56ac9e0f7a4e,False,,a5e06d63cc3445a89e44f62f3037f4e5,ChrisD,False,False,6,200,account exists,
1132,766d60e30c9d4c78a78891e710076458,766d60e30c9d4c78a78891e710076458,[4],False,Oath Keeper,False,,user_profile,False,,,,False,False,False,6/28/20 21:57,2020-12-22 09:17:25.271121 UTC,,,False,False,,True,41be2d1bd6e8476182aa1f8531f7e18f,False,,766d60e30c9d4c78a78891e710076458,Mtpasley,False,False,8,200,account exists,
1133,19f2416b273b4b6c9cffe5457ac745a6,19f2416b273b4b6c9cffe5457ac745a6,"[4, 0]",False,"scooter trash, MGTOW. WWG1WGA III% Oathkeeper. Zionist. TRUMP 2020 8 more years!!
Pronounces name STIK MUN-kee",False,,user_profile,False,,,,True,False,False,5/9/19 2:52,2020-12-19 21:31:11.180812 UTC,,,False,False,,True,63abce1cc9ce4b7fb1cdf822ec3731e1,False,,19f2416b273b4b6c9cffe5457ac745a6,MysticMonk,False,False,10,200,account exists,
1134,42cbdc23cbba4fd3996aa7ce4bbfd9c1,42cbdc23cbba4fd3996aa7ce4bbfd9c1,[],False,"Christian, Vietnam Vet, Independent Constitutional Conservative, MAGA, 2A, Trump, Oath Keeper, Hunter, Molon Labe, Back the Blue, ALL Lives Matter, Freedom is not Free.",False,0.0,user_profile,False,0.0,21.0,21.0,False,False,False,11/12/20 14:14,2020-12-20 10:32:53.715228 UTC,0.0,0.0,False,False,0.0,False,95c54c15899d4c33a1b6d860a6a5f7af,False,1.0,42cbdc23cbba4fd3996aa7ce4bbfd9c1,Wncguy1027,False,False,10,200,account exists,
1135,26c1f390827d4e33b6deee17f59231e0,26c1f390827d4e33b6deee17f59231e0,[],False,"#Fear God, #American, Husband, Dad, Vet, Nemophilist #Oathkeeper! #3%er, Relentlessly and Unapologetically Patriotic!!",False,1.0,user_profile,False,2.0,37.0,37.0,False,False,False,6/27/20 11:08,2020-12-21 11:32:48.207999 UTC,42.0,0.0,False,False,4.0,False,cc1487e50ff04751b8bb2e2769354221,False,,26c1f390827d4e33b6deee17f59231e0,Chop1dog,False,False,8,200,account exists,
1136,26c1f390827d4e33b6deee17f59231e0,26c1f390827d4e33b6deee17f59231e0,[],False,"#Fear God, #American, Husband, Dad, Vet, Nemophilist #Oathkeeper! #3%er, Relentlessly and Unapologetically Patriotic!!",False,1.0,user_profile,False,2.0,37.0,37.0,False,False,False,6/27/20 11:08,2020-12-21 11:32:48.207999 UTC,42.0,0.0,False,False,4.0,False,cc1487e50ff04751b8bb2e2769354221,False,,26c1f390827d4e33b6deee17f59231e0,Chop1dog,False,False,8,200,account exists,
1137,26c1f390827d4e33b6deee17f59231e0,26c1f390827d4e33b6deee17f59231e0,[],False,"#Fear God, #American, Husband, Dad, Vet, Nemophilist #Oathkeeper! #3%er, Relentlessly and Unapologetically Patriotic!!",False,1.0,user_profile,False,2.0,37.0,37.0,False,False,False,6/27/20 11:08,2020-12-21 11:32:48.207999 UTC,42.0,0.0,False,False,4.0,False,cc1487e50ff04751b8bb2e2769354221,False,,26c1f390827d4e33b6deee17f59231e0,Chop1dog,False,False,8,200,account exists,
1138,26c1f390827d4e33b6deee17f59231e0,26c1f390827d4e33b6deee17f59231e0,[],False,"#Fear God, #American, Husband, Dad, Vet, Nemophilist #Oathkeeper! #3%er, Relentlessly and Unapologetically Patriotic!!",False,1.0,user_profile,False,2.0,37.0,37.0,False,False,False,6/27/20 11:08,2020-12-21 11:32:48.207999 UTC,42.0,0.0,False,False,4.0,False,cc1487e50ff04751b8bb2e2769354221,False,,26c1f390827d4e33b6deee17f59231e0,Chop1dog,False,False,8,200,account exists,
1141,d09d795998b94f508f42007e3a56d815,d09d795998b94f508f42007e3a56d815,[],False,Patriot. Constitutionalist. Oath keeper.,False,4.0,user_profile,False,1.0,37.0,37.0,False,False,False,11/8/20 17:21,2020-12-21 07:53:22.436664 UTC,0.0,0.0,False,False,3.0,False,cf593c1a19554490adb733ef8a1c4f77,False,1.0,d09d795998b94f508f42007e3a56d815,Tannerwilson,False,False,12,200,account exists,
1145,d2feda45580d46c0b58011466b21ff0e,d2feda45580d46c0b58011466b21ff0e,[],False,"Texan, Veteran, Infantryman, Heathen, Nationalist, Oathkeeper, songwriter, storyteller and seeker of truths. I detest communists, socialists, pedophiles, and corrupt politicians...",False,0.0,user_profile,False,4.0,11.0,11.0,False,False,False,11/9/20 13:09,2020-12-20 07:23:51.978354 UTC,5.0,0.0,False,False,1.0,False,e0e7ac601a4346af89c62c96745454a8,False,1.0,d2feda45580d46c0b58011466b21ff0e,Stormcrow13,False,False,11,200,account exists,
1146,a83c16f4408941ac885ecfd692602dde,a83c16f4408941ac885ecfd692602dde,[],False,"Mind on the end game, eyes on the prize! Seeking His Kingdom. 
Promise Keeper, Oath Keeper 
Head down, Chin Up. In the world, not of the world.",False,0.0,user_profile,False,4.0,15.0,15.0,False,False,False,11/6/20 4:37,2020-12-21 13:38:24.945139 UTC,0.0,0.0,False,False,3.0,False,d66341a711fb4cb190bdff19df2e69a0,False,1.0,a83c16f4408941ac885ecfd692602dde,DeanFetro,False,False,9,200,account exists,
1147,53d817df1e8f474ab65ee17ff8b95d3e,53d817df1e8f474ab65ee17ff8b95d3e,[],False,Patriotic American. Oath Keeper Christian Conservative.,False,3.0,user_profile,False,4.0,24.0,24.0,False,False,False,6/30/20 2:04,2020-12-20 16:03:15.178592 UTC,5.0,0.0,False,False,2.0,False,840a053c04a940958bcd6da4ccf50b70,False,,53d817df1e8f474ab65ee17ff8b95d3e,Wyattep,False,False,7,200,account exists,
1148,a29f13fa2cfd468fac13db0df0eef72c,a29f13fa2cfd468fac13db0df0eef72c,[],False,Oath Keeper and proud american,False,0.0,user_profile,False,13.0,58.0,58.0,False,False,False,6/19/20 17:12,2020-12-20 05:10:57.121347 UTC,11.0,0.0,False,False,1.0,False,,False,,a29f13fa2cfd468fac13db0df0eef72c,RjMcDougleheim,False,False,14,200,account exists,
1149,6b0f499db3474a0eb2fa75a9aa8b376f,6b0f499db3474a0eb2fa75a9aa8b376f,[],False,"Retired Law Enforcement, Oath Keeper",False,1.0,user_profile,False,8.0,38.0,38.0,False,False,False,6/26/20 13:12,2020-12-20 04:54:00.597066 UTC,0.0,0.0,False,False,5.0,False,8410aebd34394f908ce1143ceddec043,False,,6b0f499db3474a0eb2fa75a9aa8b376f,BillyBrennan,False,False,12,200,account exists,
1161,f044760de36549eb938ce072fe1228c5,f044760de36549eb938ce072fe1228c5,[],False,"Patriot, Constitutionalist, American (no dash required), former Army Aviator, Porsche driver, Oath Keeper. Duty, Honor, Service! We can save this Republic",False,0.0,user_profile,False,5.0,14.0,14.0,False,False,False,6/24/20 18:06,2020-12-20 01:01:55.428204 UTC,5.0,0.0,False,False,2.0,False,,False,,f044760de36549eb938ce072fe1228c5,TejasPatriot,False,False,12,200,account exists,
1162,bf18df24dea941588c5ab898260fc1fa,bf18df24dea941588c5ab898260fc1fa,[],False,"Proud member of the NRA and supporter of the Oathkeepers and, of course, the United States of America",False,0.0,user_profile,False,5.0,27.0,27.0,False,False,False,6/26/20 12:01,2020-12-22 15:30:41.757482 UTC,0.0,0.0,False,False,2.0,False,8bd97c00f55348caac4d53cb49746c3d,False,,bf18df24dea941588c5ab898260fc1fa,Falcontrader,False,False,12,200,account exists,
1163,0748f4df5b3546b3b1967925d79a13ba,0748f4df5b3546b3b1967925d79a13ba,[0],False,"Farm-Boy age 0 to 7. Korean Vet, Cold War Vet. - S.A.C., 340th Bomb Gp. Oath Keeper, Retired HP Exec., NASA AMES Exec. Entrepreneur-Laser Sys, Devices & CAD Workstations. Prof. Engr, Trump Supporter.",False,22.0,user_profile,False,3300.0,5900.0,5900.0,True,False,False,5/31/19 2:41,2020-12-21 22:53:41.942858 UTC,2000.0,513.0,False,False,4100.0,False,98819f0a64d9416f8bd362b31b098f2f,False,,0748f4df5b3546b3b1967925d79a13ba,ScotmanPEng,False,False,11,200,account exists,
1173,83d5deeffd6540479b3021158ac27a05,83d5deeffd6540479b3021158ac27a05,[],False,"USAF Veteran, Oath Keeper and Digital Patriot. WWG1WGA. #MAGA2020",False,14.0,user_profile,False,22.0,77.0,77.0,False,False,False,6/2/19 0:19,2020-12-20 15:12:59.637175 UTC,104.0,1.0,False,False,12.0,False,f427f7f006114715b7a217461060fadc,False,,83d5deeffd6540479b3021158ac27a05,Chipb727,False,False,8,200,account exists,
1178,5b7691009623416591d6af8ffa5b5d35,5b7691009623416591d6af8ffa5b5d35,[],False,"I am a U.S. Veteran, a Patriot and an Oath Keeper. I bow to no one but God.",False,1.0,user_profile,False,26.0,41.0,41.0,False,False,False,8/20/20 3:42,2020-12-22 16:57:56.036842 UTC,88.0,2.0,False,False,27.0,False,055ca77c76a64835b5bff08f85ba6e4e,False,2.0,5b7691009623416591d6af8ffa5b5d35,Waterbums,False,False,9,200,account exists,
1180,99ce8edb12a9423a9c1b8b3b5cf4903f,99ce8edb12a9423a9c1b8b3b5cf4903f,[0],False,"Oathkeeper Idaho Chapter
Constitutionalist
Combat Veteran/ Ex LE
USCCA CERTIFIED RSO
Small Arms Expert
Believer of freedom, family and God",False,1700.0,user_profile,False,1200.0,1300.0,1300.0,True,False,False,6/26/20 23:33,2020-12-21 08:32:12.162656 UTC,1100.0,21.0,False,False,1200.0,False,a5e7b82012034339824c1b3008c90b07,False,,99ce8edb12a9423a9c1b8b3b5cf4903f,Bezerker,False,False,8,200,account exists,
1185,7a25a569771f42658aee2aea5bde6e7a,7a25a569771f42658aee2aea5bde6e7a,[],False,"American Veteran. Trump���������� OathKeeper, foreign or domestic.",False,9.0,user_profile,False,65.0,69.0,69.0,False,False,False,7/23/20 18:05,2020-12-20 12:04:29.297931 UTC,51.0,1.0,False,False,85.0,False,2f86b3c7ddc84e3c8a9bcfd5e21facb4,False,,7a25a569771f42658aee2aea5bde6e7a,ZeroZulu,False,False,8,200,account exists,
1186,cbd86bf7441c448398ae42707c0f1343,cbd86bf7441c448398ae42707c0f1343,[],False,"USAF 70-74, LEO 30 yrs. Conservative Trump supporter from the beginning. MAGAtoKAG Will not condone any nonsense, as you will be blocked. #OathKeeper #MoparMuscle",False,0.0,user_profile,False,40.0,91.0,91.0,False,False,False,5/24/20 16:21,2020-12-20 10:32:17.506395 UTC,42.0,0.0,False,False,11.0,False,aa98febe0eba4762b2399b0a5db73d11,False,,cbd86bf7441c448398ae42707c0f1343,Miguel717,False,False,9,200,account exists,
1187,243c8b3bc3c449a5bdfe36b5b44f65b6,243c8b3bc3c449a5bdfe36b5b44f65b6,[0],False,"Christian, Patriot, Veteran. 
#LIBERTY 
#BILLOFRIGHTS 
#OATHKEEPERS 
#GRACE 
#SecondAmendment",False,221.0,user_profile,False,2300.0,2800.0,2800.0,True,False,False,10/30/19 22:41,2021-01-11 07:51:21.16967 UTC,710.0,35.0,False,False,5100.0,False,,False,,243c8b3bc3c449a5bdfe36b5b44f65b6,JohnnyV223,False,False,10,200,account exists,
1190,08ecb53b15504cb7bc108aa3b8810471,08ecb53b15504cb7bc108aa3b8810471,[0],False,"USMC Vet. OathKeeper. Alpha MALE. Entrepreneur . F Antifa. Cuomo the ��. 
Tattoos & Dogs are a Mans best friend
�� I will NOT be mandated into any COVID-19 tests.",False,127.0,user_profile,False,435.0,707.0,707.0,True,False,False,11/15/20 13:27,2020-12-21 19:35:18.230073 UTC,1400.0,11.0,False,False,603.0,False,89f73f9b338f47d6b7fa0d36986ee4e1,False,1.0,08ecb53b15504cb7bc108aa3b8810471,Raymach,False,False,7,200,account exists,
1192,7b6e05989f944ac49b44e1a94e971631,7b6e05989f944ac49b44e1a94e971631,[],False,"Husband, Father, Veteran, Retired LEO, Patriot, III%, Oath Keeper. 
����GOD, Family, Country!���� 
����President Trump 2020����",False,8.0,user_profile,False,32.0,52.0,52.0,False,False,False,6/29/20 7:06,2020-12-22 00:52:38.797422 UTC,455.0,29.0,False,False,199.0,False,1aa0dd18672b4e34a347b19686b07179,False,,7b6e05989f944ac49b44e1a94e971631,SonOfLiberty76,False,False,14,200,account exists,
1196,778b2e3572be4c43a8cd1c23b8aad291,778b2e3572be4c43a8cd1c23b8aad291,[],False,"Unapologetic believer in Jesus Christ my Lord and Savior. Blessed in marriage to the bride of my youth. Oath keeper of the Constitution USMC. FA-Edward Jones. Know Jesus, Invest wisely, Ride a Harley",False,17.0,user_profile,False,52.0,52.0,52.0,False,False,False,7/7/20 19:35,2020-12-22 04:35:27.116938 UTC,235.0,9.0,False,False,177.0,False,d39f96572226446fb24cf354bacef9fc,False,,778b2e3572be4c43a8cd1c23b8aad291,Thevegh,False,False,7,200,account exists,
1198,2ca3bddcdfe04d159f65d9adb498f13e,2ca3bddcdfe04d159f65d9adb498f13e,[],False,"Just being me!
 Marine
 Patriot
 Oath Keeper
 American",False,694.0,user_profile,False,504.0,727.0,727.0,False,False,False,11/13/20 20:17,2020-12-21 04:45:09.972058 UTC,2300.0,0.0,False,False,1400.0,False,14f17c3e255840ed82470bdee07633c8,False,1.0,2ca3bddcdfe04d159f65d9adb498f13e,MrMyth,False,False,6,200,account exists,
1199,5c4dd12bccb74c44908572117d77bb00,5c4dd12bccb74c44908572117d77bb00,[],False,"ex- USCG LEO and Oath Keeper ""I should have loved freedom, I believe, at all times, but in the time in which we live I am ready to worship it."" - Alexis De Toqueville",False,46.0,user_profile,False,562.0,1200.0,1200.0,False,False,False,11/9/20 21:42,2020-12-20 18:04:29.385843 UTC,705.0,2.0,False,False,407.0,False,,False,1.0,5c4dd12bccb74c44908572117d77bb00,Sailorscott,False,False,11,200,account exists,
1201,38ad29f5c8de4d4690a9465be1e1497b,38ad29f5c8de4d4690a9465be1e1497b,[0],False,"#1 Dad, Mentor, Foodie, Serial Entrepreneur, Conservative Patriot, Oathkeeper & Tech Geek. ",False,0.0,user_profile,False,113.0,84.0,84.0,True,False,False,6/15/19 14:16,2020-12-21 15:58:25.222864 UTC,22.0,1.0,False,False,9.0,False,2801528d7d694fce9db21d39b44201df,False,,38ad29f5c8de4d4690a9465be1e1497b,LegalJeff,False,False,9,200,account exists,
1202,d6b7e94a31334be0b5e9cf3e53820409,d6b7e94a31334be0b5e9cf3e53820409,[],False,Deplorable Oath Keeper. I'm ready. ���� WWG1WGA,False,2.0,user_profile,False,80.0,63.0,63.0,False,False,False,7/1/20 17:29,2021-01-11 07:38:16.651671 UTC,202.0,2.0,False,False,10.0,False,62db78a43ca240b987d5935ecc0cc1f3,False,,d6b7e94a31334be0b5e9cf3e53820409,GeorgiaSBird,False,False,12,200,account exists,
1203,7425452d09ef4172b28c30c943e4a345,7425452d09ef4172b28c30c943e4a345,[],False,"Christian, Organic Gardner, Clun Forest Sheep, Prepper, AF Vet, Oath Keeper. Grateful for the freedoms I enjoy as an American citizen and willing to defend it...no matter the cost! ",False,2.0,user_profile,False,54.0,35.0,35.0,False,False,False,6/9/19 15:20,2020-12-20 18:23:53.23843 UTC,2.0,0.0,False,False,0.0,False,bd5061b0c35240129d9f635297525315,False,,7425452d09ef4172b28c30c943e4a345,KatieQ,False,False,6,200,account exists,
1206,4f1badbe1a004a178c9451d230005fd3,4f1badbe1a004a178c9451d230005fd3,[0],False,"Retired Marine wounded warrior, retired federal investigator, holds conservative values, Oath keeper and unapologetic patriot.",False,51.0,user_profile,False,60.0,7.0,7.0,True,False,False,6/2/19 7:00,2020-12-21 01:41:49.21142 UTC,112.0,5.0,False,False,196.0,False,,False,,4f1badbe1a004a178c9451d230005fd3,OldCorps,False,False,8,200,account exists,
1207,45ac3797bb504294b6acb4809dfc97b3,45ac3797bb504294b6acb4809dfc97b3,[],False,"Family First, Oath Keeper and Ford Truck Enthusiast.",False,0.0,user_profile,False,0.0,2.0,2.0,False,False,False,11/8/20 2:40,2020-12-20 16:22:08.026952 UTC,6.0,0.0,False,False,1.0,False,,False,1.0,45ac3797bb504294b6acb4809dfc97b3,Sddesigns1,False,False,10,200,account exists,
1211,5a506e4542f34462b3c8f4cec5c6276f,5a506e4542f34462b3c8f4cec5c6276f,[],False,Christian. American Patriot. Former USMC. DS Vet. Husband. Father. Essential Worker. 1st Responder. #OathKeeper #PatriotsUnite #PatriotsFightBack #SaveOurChildren #SaveAmerica #ForGodAndCountry,False,5.0,user_profile,False,14.0,160.0,160.0,False,False,False,11/14/20 22:32,2020-12-20 09:00:29.490352 UTC,49.0,0.0,False,False,15.0,False,da68895b333d4f0c9460783e18b1f008,False,1.0,5a506e4542f34462b3c8f4cec5c6276f,KBaldwin69,False,False,10,200,account exists,
1212,54d3d90f12ea49cf91963d88de9c73a3,54d3d90f12ea49cf91963d88de9c73a3,[],False,"Red blooded American conservative, 14 year Navy Veteran, Oath keeper, Married with 3 children and a God fearing follower of Jesus Christ! Bring It!",False,0.0,user_profile,False,4.0,2.0,2.0,False,False,False,11/20/20 1:11,2020-12-20 06:11:00.86444 UTC,6.0,0.0,False,False,6.0,False,,False,1.0,54d3d90f12ea49cf91963d88de9c73a3,RickMiller77,False,False,12,200,account exists,
1214,ca8638ac21554412ae9bcc225d67fe38,ca8638ac21554412ae9bcc225d67fe38,[0],False,"Father of two.Husband to a wonderful wife Tenessa. Sworn Protector of Life, Liberty, The Constitution, and the American way of life! #Oathkeeper",False,4.0,user_profile,False,8.0,16.0,16.0,True,False,False,8/10/20 20:22,2020-12-22 06:12:07.499082 UTC,9.0,0.0,False,False,8.0,False,a00b23a723244fb488b3f5d99d15c0d3,False,,ca8638ac21554412ae9bcc225d67fe38,JohnRMiller,False,False,11,200,account exists,
1215,ba620dda53a84385b6cddaad7784f109,ba620dda53a84385b6cddaad7784f109,[],False,"Libertarian living off-grid on the Big Island, Trump supporter, pro-life, pro-constitution, pro-2A. Artist, wife, Mom, Grandmother of 10. Army Reserve Veteran 1986-1996 75B, Oath Keeper til I die.",False,0.0,user_profile,False,3.0,12.0,12.0,False,False,False,12/15/20 3:19,2021-01-08 07:31:09.521613 UTC,4.0,0.0,False,False,2.0,False,c763e29462fa410d8730adce0b7294ea,False,1.0,ba620dda53a84385b6cddaad7784f109,kfendt,False,False,6,200,account exists,
1216,eab4f8096c4444e68095009271ad14bc,eab4f8096c4444e68095009271ad14bc,[],False,Retired Kannapolis Police Officer / Oath Keeper member,False,0.0,user_profile,False,3.0,5.0,5.0,False,False,False,11/9/20 15:50,2020-12-22 14:58:40.176436 UTC,0.0,0.0,False,False,1.0,False,2fd860819dba456b8986bac01ef7131e,False,1.0,eab4f8096c4444e68095009271ad14bc,Mtnculture,False,False,10,200,account exists,
1217,f12fa6c673c1462087258b0f4a257949,f12fa6c673c1462087258b0f4a257949,[],False,"USMC Veteran, Oath Keeper, Republican County Committeeman. Constitutional Conservative. Dedicated to God, Country and preserving OUR Republic.",False,1.0,user_profile,False,7.0,38.0,38.0,False,False,False,8/20/20 23:07,2020-12-21 05:24:10.115248 UTC,0.0,0.0,False,False,7.0,False,65200b0a22f3467aa7335f3c1b4b5698,False,2.0,f12fa6c673c1462087258b0f4a257949,Edurfee,False,False,7,200,account exists,
1218,cec4285031f94e3b96c0fa7ee11002c5,cec4285031f94e3b96c0fa7ee11002c5,[],False,"Q+ Digital Soldier, Sheepdog, 3Per, Oath Keeper, ""Angel devoted to God"", Protector, Defender, veteran troll/troll slayer, Truther, Light Worker, Patriot, Trump 2020! WWG1WGA!",False,0.0,user_profile,False,10.0,31.0,31.0,False,False,False,11/16/20 16:48,2020-12-21 14:57:57.169789 UTC,0.0,0.0,False,False,1.0,False,c575889727d64694a4b0f3b682e67cda,False,1.0,cec4285031f94e3b96c0fa7ee11002c5,ReignMaker,False,False,10,200,account exists,
