username,error_code,bio,metrics,followers_count,following_count,tweet_count,,,,,,,,,
pbhooligan,200,Watch how I blow up,"{'followers_count': 320, 'following_count': 329, 'tweet_count': 1465, 'listed_count': 0}",320,329,0,,,,,,,,,
davidkuriakose,200,UIllinois Law ‘22,davidkuriakose,"{'followers_count': 185, 'following_count': 115, 'tweet_count': 715, 'listed_count': 0}",185,115,0,,,,,,,,
tinman78,200,,"{'followers_count': 348, 'following_count': 1187, 'tweet_count': 975, 'listed_count': 4}",348,1187,4,,,,,,,,,
Littlebear,200,small pink hairless bear,"{'followers_count': 6, 'following_count': 10, 'tweet_count': 10, 'listed_count': 0}",6,10,0,,,,,,,,,
Filipanderson,200,,"{'followers_count': 20, 'following_count': 107, 'tweet_count': 3, 'listed_count': 0}",20,107,0,,,,,,,,,
DrkStranger,200,"Christian, Entrepreneur, staunch Manchester United supporter, interested in technology and current affairs","{'followers_count': 166, 'following_count': 184, 'tweet_count': 1423, 'listed_count': 0}",166,184,0,,,,,,,,,
ScottBetz,200,Our God is a Awesome God.,"{'followers_count': 5, 'following_count': 122, 'tweet_count': 440, 'listed_count': 0}",5,122,0,,,,,,,,,
WillyBasher,200,,"{'followers_count': 1, 'following_count': 1, 'tweet_count': 0, 'listed_count': 0}",1,1,0,,,,,,,,,
BombMomDotCom,200,,"{'followers_count': 2, 'following_count': 13, 'tweet_count': 15, 'listed_count': 0}",2,13,0,,,,,,,,,
PatriotPB,200,,"{'followers_count': 2, 'following_count': 1, 'tweet_count': 0, 'listed_count': 0}",2,1,0,,,,,,,,,
Topdollar8,200,,"{'followers_count': 1, 'following_count': 3, 'tweet_count': 0, 'listed_count': 0}",1,3,0,,,,,,,,,
ChelleG1,200,,"{'followers_count': 0, 'following_count': 1, 'tweet_count': 1, 'listed_count': 0}",0,1,0,,,,,,,,,
Stin19,200,,"{'followers_count': 2, 'following_count': 1, 'tweet_count': 13, 'listed_count': 0}",2,1,0,,,,,,,,,
Gyroflyer,200,,"{'followers_count': 10, 'following_count': 12, 'tweet_count': 0, 'listed_count': 0}",10,12,0,,,,,,,,,
tgbrooks,200,God Family Guns.,,,,,,,,,,,,,
Patriotic American,tgbrooks,"{'followers_count': 3075, 'following_count': 3715, 'tweet_count': 506, 'listed_count': 12}",3715,12,,,,,,,,,,,
ODINSEVEN,200,Never rely on other people to make you happy.,"{'followers_count': 0, 'following_count': 4, 'tweet_count': 90, 'listed_count': 0}",0,4,0,,,,,,,,,
Fishinfoool,200,,"{'followers_count': 4, 'following_count': 106, 'tweet_count': 16, 'listed_count': 0}",4,106,0,,,,,,,,,
druce,200,can you believe this shit,"{'followers_count': 353, 'following_count': 232, 'tweet_count': 466, 'listed_count': 27}",353,232,27,,,,,,,,,
Popeye1956,200,,"{'followers_count': 3, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",3,0,0,,,,,,,,,
PatriotPatronus,200,Kindness is always an option.,"{'followers_count': 5, 'following_count': 23, 'tweet_count': 16, 'listed_count': 0}",5,23,0,,,,,,,,,
M1APatriot,200,"The M1A is one of the best true battle rifles. I'm a Veteran of the US military, a supporter of #2A, military #oathkeeper. If you're not pro-gun, don't follow!","{'followers_count': 5146, 'following_count': 5138, 'tweet_count': 66606, 'listed_count': 31}",5146,5138,31,,,,,,,,,
Torich1,200,I am 73 years young.  I attend church weekly. I am a very laid back type of person and do not like contention and loud people.,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 4, 'listed_count': 0}",0,0,0,,,,,,,,,
RonWagner,200,"Dad, Husband, Geek & Gamer","{'followers_count': 40, 'following_count': 141, 'tweet_count': 968, 'listed_count': 4}",40,141,4,,,,,,,,,
RaulCastro,200,,"{'followers_count': 1175, 'following_count': 71, 'tweet_count': 452, 'listed_count': 20}",1175,71,20,,,,,,,,,
Amountainlyon,200,"Like to sing, hunt, fish.  Employed. Husband, father.  Nuff Said","{'followers_count': 7, 'following_count': 7, 'tweet_count': 1, 'listed_count': 0}",7,7,0,,,,,,,,,
GodandGuns,200,,"{'followers_count': 0, 'following_count': 6, 'tweet_count': 2, 'listed_count': 0}",0,6,0,,,,,,,,,
don1950,200,,"{'followers_count': 24, 'following_count': 235, 'tweet_count': 10, 'listed_count': 0}",24,235,0,,,,,,,,,
Brantala01,200,#XRP #AMC #GME,,,,,,,,,,,,,
Gorilla Gang. Diamond Hands.,brantala01,"{'followers_count': 116, 'following_count': 256, 'tweet_count': 831, 'listed_count': 0}",256,0,,,,,,,,,,,
BeerAndBoots,200,,"{'followers_count': 0, 'following_count': 11, 'tweet_count': 1, 'listed_count': 0}",0,11,0,,,,,,,,,
RickShoots,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
demonratking,200,Immigrant,Roof Korean,EX Democrat,Proud American 🇺🇸,#OATHKEEPER,#WALKAWAY,#2A,#PORRADA,The only time I kneel is to return fire,Demonratking,"{'followers_count': 612, 'following_count': 0, 'tweet_count': 4548, 'listed_count': 0}",612,0,0
Conestogaman,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",1,0,0,,,,,,,,,
EJK931,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",1,0,0,,,,,,,,,
IAmTheSheepdog,200,SheepDog001 on parler,"{'followers_count': 84, 'following_count': 213, 'tweet_count': 5514, 'listed_count': 1}",84,213,1,,,,,,,,,
Tenma,200,,"{'followers_count': 7, 'following_count': 6, 'tweet_count': 0, 'listed_count': 0}",7,6,0,,,,,,,,,
MichaelStein,200,,"{'followers_count': 12, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",12,0,0,,,,,,,,,
Stuts4,200,,"{'followers_count': 0, 'following_count': 1, 'tweet_count': 5, 'listed_count': 0}",0,1,0,,,,,,,,,
JPerez3,200,,"{'followers_count': 9, 'following_count': 14, 'tweet_count': 1139, 'listed_count': 0}",9,14,0,,,,,,,,,
Azgaboy,200,Just me,"{'followers_count': 1, 'following_count': 55, 'tweet_count': 2, 'listed_count': 0}",1,55,0,,,,,,,,,
JuanRdz,200,"Graphic Designer l Blogger l SJU, PR","{'followers_count': 27, 'following_count': 39, 'tweet_count': 907, 'listed_count': 1}",27,39,1,,,,,,,,,
Dodge1776,200,,"{'followers_count': 23, 'following_count': 139, 'tweet_count': 243, 'listed_count': 0}",23,139,0,,,,,,,,,
BreachBangClear,200,"Wit, wisdom & doorkicking insight of 2 HSLD little operators. Commentary, gear evals and a hard look at stoopid shit.","{'followers_count': 2268, 'following_count': 141, 'tweet_count': 7337, 'listed_count': 11}",2268,141,11,,,,,,,,,
AshleyW838,200,"on Parler & Gab as @AshleyW838, Army Vet, Blue Lives Matter, We Are Trump ✊🏼🇺🇸, MAGA Justice Warriors ~ Independent Thinker who follows those of sound mind","{'followers_count': 36441, 'following_count': 35854, 'tweet_count': 62302, 'listed_count': 14}",36441,35854,14,,,,,,,,,
Undisclosed3,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",1,0,0,,,,,,,,,
Christorian,200,RGB life; Spoken word Poet: Intagram: @Christorian2 Revolution in Words Christoric Ent. YouTube: ChristorianthePoet,"{'followers_count': 253, 'following_count': 742, 'tweet_count': 3690, 'listed_count': 4}",253,742,4,,,,,,,,,
ThomasGordon,200,Former New Castle County Executive 1997-2004,,,,,,,,,,,,,
"Former Chief of Police, New Castle County 1989-2005",ThomasGordon,"{'followers_count': 79, 'following_count': 67, 'tweet_count': 0, 'listed_count': 0}",67,0,,,,,,,,,,,
whatever17,200,,"{'followers_count': 4, 'following_count': 0, 'tweet_count': 35, 'listed_count': 0}",4,0,0,,,,,,,,,
realNationalist,200,,"{'followers_count': 1, 'following_count': 40, 'tweet_count': 0, 'listed_count': 0}",1,40,0,,,,,,,,,
Alphamale1,200,,"{'followers_count': 30, 'following_count': 171, 'tweet_count': 625, 'listed_count': 0}",30,171,0,,,,,,,,,
LiberatasVero,200,"Truth flows like love, a river eminating from the throne of God. Donald Trump won. Red Pill, ret. LE, veteran. אלוהים של שמים וארץ הוא אבי","{'followers_count': 128, 'following_count': 468, 'tweet_count': 982, 'listed_count': 0}",128,468,0,,,,,,,,,
ChrisLofty,200,,"{'followers_count': 5, 'following_count': 19, 'tweet_count': 0, 'listed_count': 0}",5,19,0,,,,,,,,,
iAMtheStorm,200,,"{'followers_count': 9, 'following_count': 1, 'tweet_count': 4, 'listed_count': 0}",9,1,0,,,,,,,,,
CaptLightning,200,,"{'followers_count': 4, 'following_count': 1, 'tweet_count': 1, 'listed_count': 0}",4,1,0,,,,,,,,,
Jwkelley1,200,,"{'followers_count': 2, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",2,0,0,,,,,,,,,
FrostBite77,200,#12in12,"{'followers_count': 3, 'following_count': 61, 'tweet_count': 24, 'listed_count': 0}",3,61,0,,,,,,,,,
Robertdbell,200,With coffee and a chat we can change the world one cup at a time. Blessed with a wonderful wife and an amazing son. Gal 2 v 20,"{'followers_count': 337, 'following_count': 1410, 'tweet_count': 4236, 'listed_count': 2}",337,1410,2,,,,,,,,,
patrickmanuel62,200,,"{'followers_count': 2, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",2,0,0,,,,,,,,,
Sarrge,200,,"{'followers_count': 2, 'following_count': 20, 'tweet_count': 0, 'listed_count': 0}",2,20,0,,,,,,,,,
Buzzy1969,200,,"{'followers_count': 6, 'following_count': 2, 'tweet_count': 1, 'listed_count': 0}",6,2,0,,,,,,,,,
richarda,200,The Guardian's education editor - email me at richard.adams@theguardian.com,"{'followers_count': 20141, 'following_count': 2692, 'tweet_count': 31763, 'listed_count': 664}",20141,2692,664,,,,,,,,,
DrShoe,200,,"{'followers_count': 14, 'following_count': 45, 'tweet_count': 12, 'listed_count': 0}",14,45,0,,,,,,,,,
Manna4u,200,,"{'followers_count': 4, 'following_count': 4, 'tweet_count': 0, 'listed_count': 0}",4,4,0,,,,,,,,,
Ensen20,200,,"{'followers_count': 7, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",7,0,0,,,,,,,,,
Tommy520,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
LoneEagle3,200,,"{'followers_count': 2, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",2,0,0,,,,,,,,,
EagleEyeSteve,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
Kryptik,200,A pig's orgasm lasts for 30 minutes straight. So will yours if you follow me.,"{'followers_count': 207, 'following_count': 68, 'tweet_count': 557, 'listed_count': 4}",207,68,4,,,,,,,,,
Pistolsweet62,200,"I'm just a man living by the motto, Free your mind and your ass will follow.","{'followers_count': 7, 'following_count': 32, 'tweet_count': 58, 'listed_count': 0}",7,32,0,,,,,,,,,
incendiaryusa,200,"Patriotic Apparel & Gear. Family Owned. USA. Supporter of 2A, Military & Oathkeepers.  #fierypatriotism #stayfiery #againstallenemies #dangerousfreedom","{'followers_count': 82, 'following_count': 151, 'tweet_count': 951, 'listed_count': 2}",82,151,2,,,,,,,,,
Skybird564,200,70+ Man with a definite attitude.   34 Yrs in uniform.  Retired as SFC.,"{'followers_count': 5, 'following_count': 45, 'tweet_count': 178, 'listed_count': 0}",5,45,0,,,,,,,,,
Texaspilot,200,,"{'followers_count': 5, 'following_count': 21, 'tweet_count': 0, 'listed_count': 0}",5,21,0,,,,,,,,,
MarMar760,200,,"{'followers_count': 2, 'following_count': 8, 'tweet_count': 1, 'listed_count': 0}",2,8,0,,,,,,,,,
Rhyno1776,200,,"{'followers_count': 16, 'following_count': 35, 'tweet_count': 10, 'listed_count': 0}",16,35,0,,,,,,,,,
TheBigBird,200,,"{'followers_count': 2, 'following_count': 1, 'tweet_count': 0, 'listed_count': 0}",2,1,0,,,,,,,,,
DannyAtkinson,200,,"{'followers_count': 1, 'following_count': 1, 'tweet_count': 0, 'listed_count': 0}",1,1,0,,,,,,,,,
BillStricklin,200,"Some were in-between a Conservative and a libertarian. Retired Navy, Lifetime member of NRA, Support Oathkeepers,  and Pro-Israel","{'followers_count': 435, 'following_count': 137, 'tweet_count': 23597, 'listed_count': 24}",435,137,24,,,,,,,,,
RedPillForYou,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",1,0,0,,,,,,,,,
Jsragman1,200,,"{'followers_count': 5, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",5,0,0,,,,,,,,,
LosM,200,"Consultoría, soporte técnico, capacitación y desarrollo en Linux y Software Libre","{'followers_count': 10, 'following_count': 16, 'tweet_count': 17, 'listed_count': 1}",10,16,1,,,,,,,,,
Darkhunter64,200,Targeting Progressives; One agenda at a time.,"{'followers_count': 21, 'following_count': 78, 'tweet_count': 994, 'listed_count': 0}",21,78,0,,,,,,,,,
Flyingunz64D,200,"Retired US Army Attack Helicopter Pilot. Your Oath Has No Expiration Date! Served 28 yrs. USAF/USA, Elf One, DS/DS, OIF IIII","{'followers_count': 35, 'following_count': 254, 'tweet_count': 2213, 'listed_count': 0}",35,254,0,,,,,,,,,
RedStateTexan,200,,"{'followers_count': 4, 'following_count': 10, 'tweet_count': 2, 'listed_count': 0}",4,10,0,,,,,,,,,
Alfamikefoxtrot,200,"always on the right track, AFM. nacido por error en suelo de ladrones y estafadores = argentina","{'followers_count': 23, 'following_count': 50, 'tweet_count': 592, 'listed_count': 0}",23,50,0,,,,,,,,,
OpinionsVary,200,"Change your opinions, keep to your principles; change your leaves, keep intact your roots.",,,,,,,,,,,,,
-Victor Hugo,opinionsvary,"{'followers_count': 14, 'following_count': 83, 'tweet_count': 431, 'listed_count': 2}",83,2,,,,,,,,,,,
RightIsMight,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 3, 'listed_count': 0}",1,0,0,,,,,,,,,
AmericanEmperor,200,I have decided to declare myself the Sovereign Emperor of the United States of America.  I'll be posting my decrees here on Twitter.,"{'followers_count': 26, 'following_count': 8, 'tweet_count': 7, 'listed_count': 0}",26,8,0,,,,,,,,,
Patriot1946,200,,"{'followers_count': 0, 'following_count': 2, 'tweet_count': 8, 'listed_count': 0}",0,2,0,,,,,,,,,
Mardawso,200,Age 55  Retired U.s. Navy and married to beautiful wife for 34 years.,"{'followers_count': 4, 'following_count': 23, 'tweet_count': 159, 'listed_count': 0}",4,23,0,,,,,,,,,
Reavikus,200,I like computers,"{'followers_count': 1, 'following_count': 121, 'tweet_count': 0, 'listed_count': 0}",1,121,0,,,,,,,,,
HankCarl18,200,,"{'followers_count': 51, 'following_count': 125, 'tweet_count': 2905, 'listed_count': 0}",51,125,0,,,,,,,,,
Vandalay,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
MarineNomad,200,"PhD in ecology, world traveler, home brewer, photographer and digital artist, into experimental music. Arts, science, drinks, and sustainability!","{'followers_count': 121, 'following_count': 270, 'tweet_count': 113, 'listed_count': 9}",121,270,9,,,,,,,,,
Tgl110,200,"Suffolk County, New York's Only Humane Law Enforcement Agency","{'followers_count': 283, 'following_count': 202, 'tweet_count': 1294, 'listed_count': 9}",283,202,9,,,,,,,,,
Tomcat,200,Engineered for victory. https://t.co/TCLBt8lQyX,"{'followers_count': 426, 'following_count': 87, 'tweet_count': 260, 'listed_count': 3}",426,87,3,,,,,,,,,
Madcow44,200,Bleed Black and Gold - Die Hard Steeler fan. Pens. *Burgh Verified* Royals/Cardinals. Born true green chile(NM). Navy. Constitutional Conservative #2A #Jeep,"{'followers_count': 577, 'following_count': 1137, 'tweet_count': 1890, 'listed_count': 11}",577,1137,11,,,,,,,,,
ClCoffman,200,,"{'followers_count': 2, 'following_count': 1, 'tweet_count': 3, 'listed_count': 1}",2,1,1,,,,,,,,,
57Medic,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 151, 'listed_count': 0}",0,0,0,,,,,,,,,
CharlesThomason,200,,"{'followers_count': 0, 'following_count': 3, 'tweet_count': 0, 'listed_count': 0}",0,3,0,,,,,,,,,
realchrisbeck,200,Twitch Affiliate; YT Partner; Gamer; Retired USMC (0307/17); Firearms Instructor; Hated by Devs & Comm. Managers; Cert. Instigator; Oath Protector 🇺🇸🇮🇪,"{'followers_count': 83, 'following_count': 401, 'tweet_count': 2828, 'listed_count': 2}",83,401,2,,,,,,,,,
JaRJr,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",0,0,0,,,,,,,,,
ChrisD,200,,"{'followers_count': 3, 'following_count': 8, 'tweet_count': 441, 'listed_count': 1}",3,8,1,,,,,,,,,
Mtpasley,200,,"{'followers_count': 32, 'following_count': 208, 'tweet_count': 276, 'listed_count': 0}",32,208,0,,,,,,,,,
MysticMonk,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",1,0,0,,,,,,,,,
Wncguy1027,200,Christian-Independent-Conservative-Constitutionalist-Viet Nam Combat Veteran-Oath Keeper #MAGA Molon Labe,"{'followers_count': 820, 'following_count': 1796, 'tweet_count': 3741, 'listed_count': 15}",820,1796,15,,,,,,,,,
Chop1dog,200,"#Fear God, #American, Husband, Dad, Vet, Nemophilist #Oathkeeper! #3%er, Relentlessly and Unapologetically Patriotic!!","{'followers_count': 293, 'following_count': 767, 'tweet_count': 960, 'listed_count': 2}",293,767,2,,,,,,,,,
Tannerwilson,200,Art Direction & Graphic Design,"{'followers_count': 51, 'following_count': 33, 'tweet_count': 191, 'listed_count': 2}",51,33,2,,,,,,,,,
Stormcrow13,200,,"{'followers_count': 0, 'following_count': 2, 'tweet_count': 0, 'listed_count': 0}",0,2,0,,,,,,,,,
DeanFetro,200,"Mind on the end game, eyes on the prize! Seeking His Kingdom.",,,,,,,,,,,,,
Promise Keeper,,,,,,,,,,,,,,,
Oath Keeper,,,,,,,,,,,,,,,
"Head down, Chin Up",DeanFetro,"{'followers_count': 59, 'following_count': 208, 'tweet_count': 1453, 'listed_count': 1}",208,1,,,,,,,,,,,
Wyattep,200,,"{'followers_count': 9, 'following_count': 0, 'tweet_count': 15, 'listed_count': 0}",9,0,0,,,,,,,,,
RjMcDougleheim,200,,"{'followers_count': 7, 'following_count': 165, 'tweet_count': 17, 'listed_count': 0}",7,165,0,,,,,,,,,
BillyBrennan,200,,"{'followers_count': 2, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",2,0,0,,,,,,,,,
TejasPatriot,200,"Patriot, Constitutionalist, American (no dash required), former Army Aviator, Porsche driving, Oath Keeper. Duty, Honor, Service! We can save this Republic","{'followers_count': 74, 'following_count': 248, 'tweet_count': 1429, 'listed_count': 4}",74,248,4,,,,,,,,,
Falcontrader,200,Sentenced to life at hard labor as a child.........,"{'followers_count': 745, 'following_count': 576, 'tweet_count': 19123, 'listed_count': 38}",745,576,38,,,,,,,,,
ScotmanPEng,200,,"{'followers_count': 693, 'following_count': 1236, 'tweet_count': 15701, 'listed_count': 2}",693,1236,2,,,,,,,,,
Chipb727,200,Extra Aircraft Product Support USA.,"{'followers_count': 0, 'following_count': 3, 'tweet_count': 58, 'listed_count': 0}",0,3,0,,,,,,,,,
Waterbums,200,,"{'followers_count': 11, 'following_count': 17, 'tweet_count': 33, 'listed_count': 0}",11,17,0,,,,,,,,,
Bezerker,200,I'm not a religious man I just do Gods work,"{'followers_count': 17, 'following_count': 365, 'tweet_count': 206, 'listed_count': 0}",17,365,0,,,,,,,,,
ZeroZulu,200,"Läufer,Familienvater,",,,,,,,,,,,,,
"Iphone Fan,Guitar-Player,",,,,,,,,,,,,,,,
"Pfälzer :-),Logistiker,FCK Fan,Mac User",zerozulu,"{'followers_count': 198, 'following_count': 707, 'tweet_count': 63, 'listed_count': 7}",707,7,,,,,,,,,,,
Miguel717,200,,"{'followers_count': 3, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",3,0,0,,,,,,,,,
JohnnyV223,200,,"{'followers_count': 213, 'following_count': 238, 'tweet_count': 147, 'listed_count': 0}",213,238,0,,,,,,,,,
Raymach,200,"Dream, Achieve, Repeat...","{'followers_count': 65, 'following_count': 178, 'tweet_count': 985, 'listed_count': 1}",65,178,1,,,,,,,,,
SonOfLiberty76,200,,"{'followers_count': 5, 'following_count': 0, 'tweet_count': 28, 'listed_count': 0}",5,0,0,,,,,,,,,
Thevegh,200,"Wasn't always a financial advisor, so don't let the tie fool you.","{'followers_count': 29, 'following_count': 46, 'tweet_count': 32, 'listed_count': 0}",29,46,0,,,,,,,,,
MrMyth,200,,"{'followers_count': 2, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",2,0,0,,,,,,,,,
Sailorscott,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
LegalJeff,200,"jeff legal ,singer ,song writer","{'followers_count': 10, 'following_count': 11, 'tweet_count': 16, 'listed_count': 0}",10,11,0,,,,,,,,,
GeorgiaSBird,200,,"{'followers_count': 10, 'following_count': 4, 'tweet_count': 0, 'listed_count': 0}",10,4,0,,,,,,,,,
KatieQ,200,,"{'followers_count': 14, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",14,0,0,,,,,,,,,
OldCorps,200,"Marine Corps veteran, retired corporate executive. Fully engaged in writing first fiction novel.","{'followers_count': 2, 'following_count': 0, 'tweet_count': 2, 'listed_count': 0}",2,0,0,,,,,,,,,
Sddesigns1,200,,"{'followers_count': 4, 'following_count': 13, 'tweet_count': 0, 'listed_count': 0}",4,13,0,,,,,,,,,
KBaldwin69,200,,"{'followers_count': 15, 'following_count': 33, 'tweet_count': 11, 'listed_count': 0}",15,33,0,,,,,,,,,
RickMiller77,200,,"{'followers_count': 2, 'following_count': 62, 'tweet_count': 54, 'listed_count': 0}",2,62,0,,,,,,,,,
JohnRMiller,200,,"{'followers_count': 14, 'following_count': 34, 'tweet_count': 1, 'listed_count': 0}",14,34,0,,,,,,,,,
kfendt,200,,"{'followers_count': 7, 'following_count': 27, 'tweet_count': 6, 'listed_count': 0}",7,27,0,,,,,,,,,
Mtnculture,200,"Music, guitars, sport motorcycles!","{'followers_count': 1, 'following_count': 6, 'tweet_count': 9, 'listed_count': 0}",1,6,0,,,,,,,,,
Edurfee,200,Digital Health Business Development and Partnerships,"{'followers_count': 74, 'following_count': 175, 'tweet_count': 512, 'listed_count': 5}",74,175,5,,,,,,,,,
ReignMaker,200,"Hosted voice app wizard, deal maker and Unified Communication advocate!","{'followers_count': 41, 'following_count': 73, 'tweet_count': 38, 'listed_count': 1}",41,73,1,,,,,,,,,
RobinHood,200,"Home of the World Wide Robin Hood Society, based in the heart of Sherwood, Nottingham, England. Keeping the legend alive","{'followers_count': 57918, 'following_count': 153, 'tweet_count': 1484, 'listed_count': 58}",57918,153,58,,,,,,,,,
TGordonLarsen,200,,"{'followers_count': 2196, 'following_count': 2181, 'tweet_count': 7251, 'listed_count': 0}",2196,2181,0,,,,,,,,,
solarblaster,200,Creators of innovative solar attic ventilation and lighting products that lead to a more comfortable living environment. https://t.co/tKs21Ejfez,"{'followers_count': 2280, 'following_count': 3251, 'tweet_count': 1045, 'listed_count': 1}",2280,3251,1,,,,,,,,,
OKKtheFool,200,,"{'followers_count': 257, 'following_count': 323, 'tweet_count': 62, 'listed_count': 0}",257,323,0,,,,,,,,,
savage45,200,,"{'followers_count': 17, 'following_count': 130, 'tweet_count': 15, 'listed_count': 0}",17,130,0,,,,,,,,,
Vinny1,200,,"{'followers_count': 3, 'following_count': 1, 'tweet_count': 0, 'listed_count': 0}",3,1,0,,,,,,,,,
Klausbrodesser,200,Employed Winner,"{'followers_count': 72, 'following_count': 259, 'tweet_count': 190, 'listed_count': 1}",72,259,1,,,,,,,,,
Ops,200,,"{'followers_count': 222, 'following_count': 6, 'tweet_count': 0, 'listed_count': 6}",222,6,6,,,,,,,,,
randee0ne,200,,"{'followers_count': 0, 'following_count': 4, 'tweet_count': 31, 'listed_count': 0}",0,4,0,,,,,,,,,
Krammitgft,200,"Father, Husband, Retired US Army.","{'followers_count': 3, 'following_count': 20, 'tweet_count': 13, 'listed_count': 0}",3,20,0,,,,,,,,,
Mike422,200,成人済み雑食腐女子ゲーマー。,"{'followers_count': 43, 'following_count': 50, 'tweet_count': 4879, 'listed_count': 2}",43,50,2,,,,,,,,,
Hillhound,200,,"{'followers_count': 2, 'following_count': 9, 'tweet_count': 7, 'listed_count': 0}",2,9,0,,,,,,,,,
Schyhart,200,,"{'followers_count': 13, 'following_count': 31, 'tweet_count': 100, 'listed_count': 0}",13,31,0,,,,,,,,,
Realdealpatriot,200,#America is No. 1. #Colorado is No. 1. Forget Milk. Got Ammo? Taxes are the tyranny of the socialist bedwetters. I am not your nanny.,"{'followers_count': 6, 'following_count': 82, 'tweet_count': 170, 'listed_count': 2}",6,82,2,,,,,,,,,
Bronzeback,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",1,0,0,,,,,,,,,
2Amend4Life,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
SuperSixThree,200,🎨 Indie Otome Game Dev,Creator of Lucky Rabbit Reflex!,Drawing Sprites Errday 🎨,SuperSixThree,"{'followers_count': 535, 'following_count': 62, 'tweet_count': 454, 'listed_count': 21}",535,62,21,,,,,,
Lgwyn,200,,"{'followers_count': 17, 'following_count': 0, 'tweet_count': 185, 'listed_count': 0}",17,0,0,,,,,,,,,
Mikeyjimenez,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
Keitha518,200,,"{'followers_count': 1, 'following_count': 44, 'tweet_count': 0, 'listed_count': 0}",1,44,0,,,,,,,,,
Radman88,200,all my opinions are my own,"{'followers_count': 7, 'following_count': 24, 'tweet_count': 32, 'listed_count': 0}",7,24,0,,,,,,,,,
PGRanch,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
Yayap,200,,"{'followers_count': 3, 'following_count': 0, 'tweet_count': 3, 'listed_count': 0}",3,0,0,,,,,,,,,
RichG62,200,,"{'followers_count': 184, 'following_count': 1541, 'tweet_count': 2827, 'listed_count': 3}",184,1541,3,,,,,,,,,
Buggsy136,200,"CHRISTIAN, NAVY VETERAN, LIFE TIME MEMBER NRA , TRUMP from day1 “ HE Is RISEN “ Member of Christians United For Israel. CUFI  “ would follow TRUMP off a cliff “","{'followers_count': 826, 'following_count': 2177, 'tweet_count': 6234, 'listed_count': 0}",826,2177,0,,,,,,,,,
Radavisiii,200,,"{'followers_count': 953, 'following_count': 2101, 'tweet_count': 13691, 'listed_count': 5}",953,2101,5,,,,,,,,,
Robnshades,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",1,0,0,,,,,,,,,
Wolvesden95,200,Pissed at all the Dumb things going on in this country,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",1,0,0,,,,,,,,,
Cjthrasher09,200,🇺🇸Owner Thrasher Tactical 🇺🇸Retired Navy Chief 🇺🇸Disabled Veteran 🇺🇸FCSA Member 🇺🇸NRA Lifetime Distinguished Member 🇺🇸AR-15 GOA Lifetime Member 🇺🇸,"{'followers_count': 85, 'following_count': 280, 'tweet_count': 7231, 'listed_count': 3}",85,280,3,,,,,,,,,
Pappy1776,200,,"{'followers_count': 2, 'following_count': 16, 'tweet_count': 17, 'listed_count': 0}",2,16,0,,,,,,,,,
